geneId,label,cc,bc,ev,deg,cco,load,subg,harm,p_rank
WBGene00004888,1,0.4914096196192942,0.0009089863146295167,0.002496725814069343,1540.0,0.19561614473895172,0.0008474232653145594,inf,9494.150000001102,0.00019266356886700627
WBGene00003225,1,0.4693937932183778,0.00017033262798949047,0.0011437493318618881,710.0,0.21976995967341426,0.00016748964945407344,inf,8935.416666667808,9.433666694860848e-05
WBGene00013128,1,0.4344785227510364,3.51980407655182e-05,0.0005587352779423334,390.0,0.2292004482235845,3.907052089744156e-05,inf,8335.816666665325,5.1718446001719174e-05
WBGene00012187,1,0.4701035867319523,0.0002541802820269864,0.0016515916268063935,1125.0,0.18200553578489526,0.00025238988550257627,inf,9085.23333333478,0.0001311674726480458
WBGene00001979,1,0.4861759375725508,0.0003750478841734493,0.003354901294765121,1443.0,0.1616613946711034,0.00034065509174722265,inf,9396.916666667932,0.0001727811450049401
WBGene00006964,1,0.4574960843551814,0.00013165168239123566,0.0014169546031165849,864.0,0.2174692073301575,0.00013808938359030683,inf,8823.983333333823,0.00010301318518534492
WBGene00000496,1,0.4757095075108369,0.0006176720839313558,0.0020764804736987715,1360.0,0.2229418257369173,0.0005741402237310847,inf,9235.883333335003,0.00016343083105163934
WBGene00013236,1,0.4455471503012296,2.3462550352873544e-05,0.0008210328949863385,506.0,0.4178530896567917,2.591880456713184e-05,inf,8532.43333333282,6.051946783514607e-05
WBGene00019005,1,0.4390166822334136,3.2447024473809036e-05,0.0006426994595593653,512.0,0.4078935298434441,3.516004648774975e-05,inf,8438.849999999044,6.215654962280803e-05
WBGene00019693,1,0.4408844729006495,5.384474383379015e-05,0.0007153132997097147,410.0,0.1490846204305564,5.977549109964983e-05,inf,8431.899999999114,5.838490326027668e-05
WBGene00003134,1,0.4707663613568681,0.00016339768591441809,0.0019956475749802133,971.0,0.22659602705256565,0.00015739643684833097,inf,9039.966666668051,0.00011328714288466687
WBGene00001235,1,0.4511319565836214,4.295690060161637e-05,0.0010867849782774165,479.0,0.2716345943868415,4.742318875183151e-05,inf,8605.41666666651,6.214033835031554e-05
WBGene00006940,1,0.4820170330595264,0.00045886661798039716,0.004174896233477892,1548.0,0.2645480374618541,0.00039164687267375915,inf,9380.216666668177,0.0001702257254315383
WBGene00021292,1,0.4525699807411968,8.412118087324251e-05,0.0012577384789439314,716.0,0.18313474235261945,8.606298471229877e-05,inf,8709.000000000096,9.084046580378922e-05
WBGene00020441,1,0.4448546412229729,0.00014489855604343059,0.0010037620604743613,658.0,0.3066947948906561,0.00014536295214010966,inf,8575.383333332871,8.367829880536257e-05
WBGene00001259,1,0.4800024803058901,0.00019874492702591268,0.0029351003274255176,1323.0,0.21812618138531256,0.0001856166355806866,inf,9278.883333334792,0.00014781181516741108
WBGene00000405,1,0.5088841806420783,0.0010151163607256734,0.007953781188722362,2643.0,0.17644081763119296,0.0009037836304619976,inf,10071.116666667682,0.00028584950724514516
WBGene00004432,1,0.4493332296516425,4.522031543734599e-05,0.0013674318890997338,734.0,0.3760032117645747,4.518292980747597e-05,inf,8665.183333333216,8.588044919268405e-05
WBGene00012550,1,0.4192154090181987,1.5677337732868265e-05,0.00023092463732166728,208.0,0.21539390561129693,1.9495601158892752e-05,inf,8032.409523807702,3.371036753806053e-05
WBGene00011412,1,0.4670714459963933,0.0004655455833062832,0.002452334851061453,1053.0,0.2124150083592416,0.0004728123900685287,inf,9021.56666666789,0.00013375031510088307
WBGene00004456,1,0.4579376043857971,0.00011888264761660768,0.0010824660645634124,772.0,0.3053567468397815,0.00012837649406958373,inf,8799.316666667135,9.507841113160673e-05
WBGene00020910,1,0.4612881673281681,0.0003484966706371629,0.0014064028303480535,1101.0,0.3348823383700768,0.00036423892720932334,inf,8958.80000000088,0.00013106263899135756
WBGene00004188,1,0.4627205186997218,0.00018835548669917087,0.00110703972273168,686.0,0.3074248260305165,0.00018877885291204173,inf,8836.800000000712,8.921101105483787e-05
WBGene00011734,1,0.456141997791317,7.551944339559715e-05,0.0019350577566247136,619.0,0.2202215704419384,7.531583258355559e-05,inf,8723.733333333594,8.034572642926233e-05
WBGene00020600,1,0.4487740653747172,4.566316484759846e-05,0.000800853596271605,605.0,0.3338350391330524,4.510272733542962e-05,inf,8611.249999999758,7.241425534783646e-05
WBGene00004806,1,0.4738219201863294,0.0003337335575086903,0.0017725857434357079,962.0,0.2363810220209804,0.00037036506726740876,inf,9077.833333334871,0.00011567006106574619
WBGene00011885,1,0.3837833508437257,6.845060330601705e-07,5.337695258171613e-05,43.0,0.4994462901439646,7.763027824524263e-07,inf,7328.692857140099,1.356727548681503e-05
WBGene00004374,1,0.4744702568926338,0.0006465479898503366,0.0019222449132105968,1257.0,0.25715737095196833,0.0006280803633567817,inf,9186.16666666833,0.00015769499303938632
WBGene00013038,1,0.4430402017909718,3.587976507190801e-05,0.0009750955401766704,499.0,0.3957151250291748,4.117531454047316e-05,inf,8494.299999999315,6.244096365332049e-05
WBGene00006552,1,0.4634817286831884,0.0002945096193007729,0.0007549955416157455,737.0,0.3084405049849566,0.0003064200530869549,inf,8862.933333334127,0.00010293272879498969
WBGene00003036,1,0.483529354876264,0.0003768186827381784,0.002397087363484252,1497.0,0.22500348290163213,0.00033706183271869336,inf,9382.133333334748,0.00017090757217075292
WBGene00011944,1,0.4404106583139749,3.785197284799401e-05,0.002430942059943245,594.0,0.32445875278927555,3.835560432450729e-05,inf,8485.049999999186,6.720640173789281e-05
WBGene00012950,1,0.4355910900517155,2.1040356450341793e-05,0.0007093289696912259,408.0,0.2524329141976201,2.231973627393473e-05,inf,8359.19999999876,5.237932738891362e-05
WBGene00020499,1,0.4314016119025472,0.00018667549185302505,0.00043276683661674784,452.0,0.2894354727939878,0.00018659485278503692,inf,8300.849999998474,6.526155844460417e-05
WBGene00011605,1,0.4590100850925531,6.730101033121647e-05,0.0017051663974361614,904.0,0.2738658748125717,6.878600476828362e-05,inf,8858.566666667279,0.00010336213866802764
WBGene00010562,1,0.4745077150708096,0.0001561524022754835,0.0024418216271389877,1059.0,0.20491386281240465,0.0001525390425570395,inf,9121.050000001544,0.0001225373876987463
WBGene00010496,1,0.433913925464824,1.7245872356262993e-05,0.0003268844029484185,268.0,0.21560735647604676,2.0565792947474104e-05,inf,8276.849999998534,4.090855482780554e-05
WBGene00010560,1,0.4479824390730624,3.786939375914821e-05,0.0013112384111124019,723.0,0.31231058646835475,3.8729046716313565e-05,inf,8643.36666666646,8.343389743637737e-05
WBGene00021073,1,0.4656000509383831,0.00016325845412344967,0.0014250155964401806,998.0,0.2899781508855223,0.00015912095221028418,inf,8983.03333333443,0.00011600292789252893
WBGene00020383,1,0.4621157172836506,6.309243942510615e-05,0.0010402743472104974,655.0,0.2759110115087424,6.208097724687597e-05,inf,8818.150000000658,7.991990309079215e-05
WBGene00011814,1,0.4404859697738063,1.4373187606265717e-05,0.0004668907728127409,330.0,0.2737220226581929,1.5743842143915402e-05,inf,8397.03333333236,4.327245620876588e-05
WBGene00020950,1,0.4483388824081447,4.194321253489483e-05,0.0013359727483763435,612.0,0.3226575954986468,4.373427088175517e-05,inf,8608.766666666406,7.613609792703419e-05
WBGene00006542,1,0.4896481513290091,0.0009589198243759797,0.002575925081685935,1742.0,0.20638599957399406,0.0008942980761508189,inf,9540.73333333462,0.0002067327564687826
WBGene00020796,1,0.4032944122722157,4.991338018760581e-06,0.00022852455329956488,261.0,0.427438844680224,6.130218853634935e-06,inf,7771.866666664345,3.746455601230183e-05
WBGene00004916,1,0.4576238052050851,0.00013691984004103396,0.001448298603114297,925.0,0.2680917280917281,0.00013207153227426366,inf,8847.266666667205,0.0001084501100524448
WBGene00013024,1,0.4247554397467848,1.0571059318793829e-05,0.0006278448825355478,222.0,0.16256980962863316,1.183776349054447e-05,inf,8121.576190474469,3.459010258783843e-05
WBGene00004735,1,0.4609579766518589,0.00016666707996560446,0.0015106002004707775,725.0,0.14998285387692895,0.00016802301289197072,inf,8830.450000000641,0.00010104405093935796
WBGene00020636,1,0.4597122395709344,0.00010613470485884333,0.0010228423433020458,680.0,0.28344018019578965,9.877525432726659e-05,inf,8795.033333333862,8.672120116397454e-05
WBGene00004391,1,0.4829336361435242,0.000459920494784524,0.0028409816248899057,1624.0,0.20702402957486135,0.00043936929543442026,inf,9418.183333334831,0.00018481570021367563
WBGene00000275,1,0.4686861398599179,0.00015202923959721536,0.0023236998261051195,1158.0,0.2745128772374508,0.00013978545645018095,inf,9073.816666668032,0.0001314240563976822
WBGene00021021,1,0.4036916932944693,6.599965095870411e-06,0.00019306733732389215,206.0,0.4822164338148236,8.486452893305344e-06,inf,7764.809523807259,3.226459381387999e-05
WBGene00004312,1,0.483736906041335,0.000280604435712618,0.0024919025483415296,1572.0,0.2407746641982627,0.0002447044181100259,inf,9410.600000001436,0.00017365883186730877
WBGene00011367,1,0.42872445605332543,1.7838831849581447e-05,0.0006168266279932902,478.0,0.41590133592975626,1.9399590434955453e-05,inf,8277.199999998378,5.7926252709258176e-05
WBGene00013029,1,0.4411109712721277,3.455212163090249e-05,0.0007501164936686644,392.0,0.2195443394749204,3.821174607386554e-05,inf,8428.549999999113,5.4411719959966e-05
WBGene00020866,1,0.4453930731323674,7.309281999515961e-05,0.0007638046977612086,486.0,0.17356921640999534,8.174776527197211e-05,inf,8523.316666666136,6.512557580089409e-05
WBGene00012316,1,0.4732871324660287,0.0003514097952701609,0.0018604319030901312,1204.0,0.25917901812467725,0.00032880111043247814,inf,9153.900000001677,0.00014185341274502915
WBGene00020705,1,0.4308038029552207,2.1740277698889324e-05,0.0004874271522756259,360.0,0.4697307335190344,2.4396082142130688e-05,inf,8261.499999998403,4.628360215526437e-05
WBGene00000209,1,0.4605929593514551,8.365949988431129e-05,0.0007975496355979783,529.0,0.2634043650111703,7.999268996315087e-05,inf,8754.033333333815,7.143164685221036e-05
WBGene00000962,1,0.454074368488813,0.0002541500332278428,0.0014612624555332444,728.0,0.1812619979745152,0.0002426085378977425,inf,8738.966666666869,9.832893295451811e-05
WBGene00019432,1,0.41633094372409984,6.36500134028007e-06,0.0006315515067016209,425.0,0.5202885682574917,6.910007158245207e-06,inf,8056.642857140889,5.155343212471425e-05
WBGene00006773,1,0.4670230560928996,0.0006574891985582568,0.0011943484574936346,976.0,0.17419083648591846,0.0006420925767125681,inf,8991.616666667825,0.00014021119345263873
WBGene00013025,1,0.468430446384817,0.00021551076277233732,0.0018766594817708105,886.0,0.17266965094183215,0.00020068933077305363,inf,8980.966666667864,0.00011099806269911402
WBGene00003951,1,0.4670472497912493,8.981774303772899e-05,0.001907785578677284,787.0,0.2330459017559515,8.767828185521081e-05,inf,8929.250000001051,9.501904245318644e-05
WBGene00003184,1,0.4586131488336028,0.00013315809246172786,0.0014140466418428642,1215.0,0.3881763513467705,0.0001291643461608131,inf,8959.866666667445,0.00013650378386519894
WBGene00001595,1,0.4775110079894802,0.0007817975832673467,0.0018290158790729306,1227.0,0.2621255572351828,0.0007487723593881617,inf,9215.016666668182,0.00015441111900219405
WBGene00004486,1,0.4645803661932073,8.262069347429122e-05,0.0013451995840690453,696.0,0.3100471347060283,8.434414254664829e-05,inf,8865.650000000842,8.411074365300477e-05
WBGene00001087,1,0.44858426641185095,4.41320502477912e-05,0.0011217815082676416,603.0,0.35776819115937475,4.6310877211382596e-05,inf,8608.249999999745,7.282310545667603e-05
WBGene00003047,1,0.4482720060832031,0.00010095352249614874,0.0010224966608097467,534.0,0.1920090506004455,9.978314052205256e-05,inf,8591.066666666371,7.250071548179027e-05
WBGene00012556,1,0.44996115021812094,4.080742256519249e-05,0.0012298566582828654,797.0,0.35115666160160897,4.006728788569501e-05,inf,8695.299999999965,9.281004475289684e-05
WBGene00001040,1,0.4451072123596831,6.687592027170819e-05,0.000836963235488263,629.0,0.25949591404818084,7.133470042969591e-05,inf,8569.0666666662,7.664759831908758e-05
WBGene00001005,1,0.4435415140995932,4.544911034237938e-05,0.0007036192858940253,407.0,0.16805654736689218,5.0096574687173876e-05,inf,8479.333333332643,5.720384468792325e-05
WBGene00021061,1,0.4342169525764765,3.2522485260293683e-05,0.00035287147004728884,249.0,0.3049617826143283,4.569999434520882e-05,inf,8275.11666666521,3.782513170353168e-05
WBGene00000896,1,0.44682790238119546,0.00018313237887225878,0.0004464915519484794,364.0,0.15089455998546908,0.0001935243063179064,inf,8504.133333332817,5.797289399114729e-05
WBGene00006707,1,0.4486735635684971,3.152557591969637e-05,0.001140871879458716,398.0,0.2692176246471653,3.4210206907624944e-05,inf,8541.166666666293,5.278007929559386e-05
WBGene00004754,1,0.4683331127163129,0.00031085102494310727,0.004166593670700785,980.0,0.14821037710283294,0.00030423006514889334,inf,9011.966666667917,0.00011911772975563054
WBGene00004487,1,0.4604165455325374,0.00010551382733324722,0.001724625705305107,1021.0,0.2801713045649209,0.00010300714280771192,inf,8917.766666667441,0.00011839322121036492
WBGene00003788,1,0.4467614760329723,5.263027850445175e-05,0.0012500903578110724,825.0,0.3204883789349809,5.4696580454461887e-05,inf,8668.133333333119,9.326948595197292e-05
WBGene00004919,1,0.4711476881369904,0.00018498436693651022,0.0017761699683260586,1053.0,0.22895114086495585,0.00017319229594623566,inf,9073.80000000146,0.00012243822568611953
WBGene00002064,1,0.4693449209404644,0.0002510597389038729,0.002407466455709159,1273.0,0.25574090817017203,0.00023555794328977597,inf,9123.316666668154,0.0001444275957509965
WBGene00000378,1,0.48360716568836704,0.00047006049992475937,0.0033402195650554106,1501.0,0.2119129469242727,0.0004596392060586703,inf,9383.78333333475,0.00017310291152519884
WBGene00001647,1,0.4632078807175165,0.00025245451353964624,0.0016351954121467144,1257.0,0.3206856888051118,0.00024254174963747173,inf,9044.316666667779,0.00014230546967111454
WBGene00012059,1,0.465539945592553,9.691996340724344e-05,0.001948604866681936,1100.0,0.2800628670692365,9.1861865193136e-05,inf,9015.05000000115,0.00012161127843848644
WBGene00004915,1,0.4744952283542739,0.00018813738010900008,0.0016592469972116625,1045.0,0.2398210782965774,0.00018507978606923756,inf,9116.433333334857,0.00012115398851942205
WBGene00006781,1,0.45023079659144455,5.533392844117161e-05,0.0011418377980838836,557.0,0.2212327086266355,5.444487211840386e-05,inf,8627.233333333192,7.319004962208713e-05
WBGene00003793,1,0.4348767135202653,1.5024153378140247e-05,0.0006994647770335767,355.0,0.2851436301424365,1.6701124940233433e-05,inf,8323.683333331996,4.627669964348739e-05
WBGene00022739,1,0.4446900752858529,2.588097133375726e-05,0.0009418653491110976,635.0,0.4088924215703321,2.562431227529537e-05,inf,8563.233333332839,7.291152081893543e-05
WBGene00012484,1,0.4557615239666042,0.00013810494018390838,0.0014575752356516506,941.0,0.2424378773147625,0.00014275568127235081,inf,8827.983333333768,0.00011028068289621953
WBGene00004430,1,0.4563844484216447,7.842065128084928e-05,0.0015376786413613694,833.0,0.3379496029180903,7.543192293852108e-05,inf,8799.700000000408,9.679079970932858e-05
WBGene00004914,1,0.4656240974226149,9.200358443385928e-05,0.0017818192319171886,967.0,0.2721614521443666,8.968730979522891e-05,inf,8972.56666666774,0.00010911773872766955
WBGene00002229,1,0.4757597143190175,0.00016922431249735874,0.0025152575920956077,1197.0,0.26667840168984336,0.00015056775626013288,inf,9182.966666668233,0.00013493984531466472
WBGene00020437,1,0.4476376746528329,5.6463432661893845e-05,0.0007165674014203178,535.0,0.18379362245790887,5.848357155684045e-05,inf,8574.799999999657,7.042866677753073e-05
WBGene00011758,1,0.4552782015576509,6.517318989749445e-05,0.0015804632734852926,815.0,0.2674876773036282,6.47056537653478e-05,inf,8777.266666666987,9.38653157621426e-05
WBGene00012528,1,0.4517422816658089,5.8782158002154675e-05,0.0020386938301666557,767.0,0.2740731410908868,5.8988513830866336e-05,inf,8710.350000000057,8.79960547001309e-05
WBGene00021133,1,0.4559920383554804,7.215118660905111e-05,0.0006952865826658162,522.0,0.2527044219413006,7.398344831665638e-05,inf,8688.100000000184,6.957158504058896e-05
WBGene00011867,1,0.4752831770965987,0.0003975995619932594,0.0022243267962843536,1180.0,0.1622388982332054,0.000386532837127931,inf,9170.950000001585,0.00015134865404079016
WBGene00020423,1,0.462898702864754,0.0003618010778764335,0.002056867986305481,1233.0,0.2323706301808492,0.00036677687825677495,inf,9023.966666667731,0.0001432404406114121
WBGene00012204,1,0.4362444819560826,2.9634197349468237e-05,0.0005036700195249578,272.0,0.1741914477968309,3.592534701905453e-05,inf,8312.766666665362,4.234431400357555e-05
WBGene00000002,0,0.4371434535660095,5.3803111092491244e-05,0.00032810343060150985,350.0,0.2387228817028244,5.9080618315418875e-05,inf,8366.416666665507,5.761542401136118e-05
WBGene00000003,0,0.4245254313860424,1.0863764350700696e-05,0.00025247843990664983,155.0,0.21826560536237954,1.3939875374203008e-05,inf,8100.566666664995,2.9739125686186628e-05
WBGene00000004,0,0.41737172289918895,5.120810381762677e-06,0.0001804231713732321,133.0,0.22180451127819548,7.044829991939667e-06,inf,7976.949999998152,2.5959261652937306e-05
WBGene00000008,0,0.3969027772989382,9.103897921419218e-07,8.932276804960972e-05,61.0,0.2836065573770492,1.1803273451733514e-06,inf,7593.883333330916,1.594315009803389e-05
WBGene00000009,0,0.3790555440032534,8.433587280174112e-08,5.069275967952323e-05,34.0,0.463458110516934,9.331041932010605e-08,inf,7238.933333330784,1.2439521303889732e-05
WBGene00000014,0,0.38733659504834944,0.0002303269249502918,6.309465553689888e-05,616.0,0.7797856614929786,0.0002740722094971742,inf,7575.549999996962,8.887434115825626e-05
WBGene00000015,0,0.37442725196110144,3.665613306387098e-07,5.850181342199884e-05,38.0,0.604551920341394,5.529081884244252e-07,inf,7121.076190473888,1.5571457431691135e-05
WBGene00000016,0,0.4038001785437085,0.0003382318132332656,7.885082624779953e-05,336.0,0.3337775408670931,0.00034386132784904733,inf,7798.633333330959,9.018917451226457e-05
WBGene00000019,0,0.4534007184664126,0.00046414161339490957,0.02965978147330985,1523.0,0.6216817385287182,0.0004991624182129897,inf,8991.033333333977,0.0001152415211013032
WBGene00000020,0,0.44060436840706585,4.6879562052823245e-05,0.0005648404170867112,296.0,0.12794319743472285,5.200735038559035e-05,inf,8389.099999999025,4.978128838387107e-05
WBGene00000022,0,0.4605929593514551,0.0004860410455045117,0.0007823815915452099,799.0,0.2233054475989724,0.0004974351477096737,inf,8846.700000000657,0.0001315755967084066
WBGene00000023,0,0.4523656089485891,0.0003227956956025848,0.02672515953122976,1331.0,0.6614756274608384,0.00033942085137136945,inf,8912.500000000464,0.00010053593221727086
WBGene00000025,0,0.3484038561790541,4.837112805873639e-08,9.191258178618454e-06,11.0,0.4909090909090909,7.354779585220328e-08,inf,6577.992857141785,9.789897413443901e-06
WBGene00000026,0,0.28535493792734123,0.0,7.452431577800804e-08,1.0,0.0,0.0,inf,5418.8428571430395,8.409141211742874e-06
WBGene00000029,0,0.4144076939783217,0.00016744257153398994,0.000237944390193605,271.0,0.3275386087194205,0.00015996884405637042,inf,7954.08333333123,6.666778705169943e-05
WBGene00000030,0,0.4181654260828099,0.00017178284732851726,0.00024243245162545958,279.0,0.3086305149428844,0.00015871019885603592,inf,8020.599999998007,6.649952808599632e-05
WBGene00000031,0,0.41549630556699213,0.00013224589308686552,0.00021278174788196862,328.0,0.3338740956216902,0.0001332891644069036,inf,7991.333333331243,7.377783963034326e-05
WBGene00000032,0,0.3690626352966978,0.0001028131522916945,2.9986597424730987e-05,113.0,0.3805309734513274,0.00012591469254472732,inf,7039.983333331261,4.121070602470103e-05
WBGene00000033,0,0.4005440871824147,9.110828146870922e-05,0.00020061298838635602,283.0,0.386637596170714,0.00010027884021184528,inf,7723.549999997551,6.6595231115581e-05
WBGene00000034,0,0.42247640985685947,0.00020483387841910804,0.00020988707057752995,351.0,0.3468131868131868,0.00021456489623804928,inf,8117.816666664784,7.876085936878236e-05
WBGene00000035,0,0.4514143093503595,9.945222806430767e-05,0.00040804069201946943,387.0,0.16906990132679975,0.00011065054812988923,inf,8575.316666666464,6.663950473631265e-05
WBGene00000037,0,0.4519460905003073,0.0002851755771061915,0.0005896558267201118,592.0,0.17585859971646775,0.0003024156082569621,inf,8652.766666666626,0.00010302740364117177
WBGene00000038,0,0.4355174429421469,2.740244737640351e-05,0.0001869889272209996,228.0,0.2020635288662184,3.3892998190905665e-05,inf,8284.916666665276,4.356313971631759e-05
WBGene00000042,0,0.4333403790601,6.693100047340926e-05,0.00023664903284295981,324.0,0.21410006497725795,7.579399623476635e-05,inf,8295.633333331873,6.099847460046209e-05
WBGene00000043,0,0.4216465525369648,1.1239610955193345e-05,0.0002575301619862364,167.0,0.3364836591876488,1.4444053411457214e-05,inf,8057.68333333158,3.284170206522944e-05
WBGene00000044,0,0.4214691499390109,3.3698201284809114e-05,0.00011760431539908103,163.0,0.2288873740816481,4.2673073976292434e-05,inf,8048.449999998216,3.857766580284919e-05
WBGene00000046,0,0.4066597467904998,6.5834010237547245e-06,0.000108302839447389,99.0,0.3199340342197485,1.2489942516933093e-05,inf,7782.892857140717,2.6251481069524162e-05
WBGene00000048,0,0.4002240288702365,3.2014693521681237e-06,8.495997795260439e-05,74.0,0.42280636801184746,6.3559623704375724e-06,inf,7658.966666664343,2.166300238204765e-05
WBGene00000050,0,0.3952497407428927,4.5508463949099455e-06,8.721349976200365e-05,103.0,0.3938701694269941,8.02320626275089e-06,inf,7575.433333330841,2.688575196351835e-05
WBGene00000051,0,0.4214198979290617,1.2423216409225434e-05,0.00016183293053155268,194.0,0.3379627156668981,1.5692925114478863e-05,inf,8062.692857141093,3.842856304530875e-05
WBGene00000053,0,0.4160427589453337,1.5151743993781705e-05,0.00010869141241478098,149.0,0.2827861418465445,2.328585031149891e-05,inf,7951.226190474241,3.4743144123199075e-05
WBGene00000054,0,0.4255072015454683,2.2530565407771024e-05,0.0001255079666634946,173.0,0.2521844333915849,3.189328377476796e-05,inf,8108.316666664924,3.877943408275461e-05
WBGene00000057,0,0.3875280614818879,3.7959619251386542e-06,3.90179936457325e-05,70.0,0.4703933747412009,6.680157234220348e-06,inf,7405.342857140042,2.1855964398698246e-05
WBGene00000060,0,0.40045513075911693,9.265016561261873e-06,0.00010292575469406964,108.0,0.29179646936656284,1.4891895264967844e-05,inf,7674.142857140525,2.818121190007326e-05
WBGene00000061,0,0.3610880561657074,1.2291791554282392e-06,2.1482885726639997e-05,18.0,0.3202614379084967,2.672332064590636e-06,inf,6855.726190474524,1.1679041399662405e-05
WBGene00000062,0,0.4223180900480317,2.995237448812345e-05,0.0002832071876644545,131.0,0.24450968878449794,4.3562138099214194e-05,inf,8042.133333331512,3.196231947107685e-05
WBGene00000068,0,0.4588115311117242,0.0001796687410406757,0.0011091795611388165,857.0,0.2311421062388903,0.00017127354918720068,inf,8851.166666667268,0.00012329161995650856
WBGene00000069,0,0.4528655106663342,8.692519059690409e-05,0.0013355330865260893,620.0,0.2129136484444213,7.971431795225451e-05,inf,8687.183333333398,8.655915177148685e-05
WBGene00000070,0,0.4669867702447623,0.00038069544996529133,0.0015938368684035626,1170.0,0.20128241685127912,0.0003477706864615623,inf,9067.533333334637,0.00016740142152580712
WBGene00000074,0,0.4428878533316327,1.2086959388335354e-05,0.0002653203294630282,211.0,0.2582261340555179,1.4017134174557171e-05,inf,8395.199999999137,3.5579387596707015e-05
WBGene00000075,0,0.445426080696889,4.0761841601064336e-05,0.0006786434895398787,296.0,0.16124599175446633,4.7676364975445505e-05,inf,8460.283333332687,4.7439162100835634e-05
WBGene00000080,0,0.4547844323217,0.00012377585397764973,0.0010330570976518714,569.0,0.19794425604594174,0.0001315017578196663,inf,8687.150000000134,7.417803816712263e-05
WBGene00000082,0,0.41080111117241386,2.660887016056386e-05,0.0001165525731242566,253.0,0.5506618984879854,3.292175922812868e-05,inf,7903.4166666645815,4.9836964708059885e-05
WBGene00000085,0,0.3799581332748391,2.71524039694496e-07,4.85661180201781e-05,53.0,0.5304789550072571,4.4667121075579126e-07,inf,7272.7428571402515,1.5830217148149626e-05
WBGene00000090,0,0.4922682348055028,0.0007173397996273838,0.0039119543817680465,1683.0,0.17114984212976803,0.0006653905124383555,inf,9553.2166666678,0.0002052247203638521
WBGene00000094,0,0.4020982800591121,1.5472265030855854e-06,0.000185789174003954,174.0,0.6280645804265498,1.9633640760528517e-06,inf,7712.0166666642735,2.6316055893249505e-05
WBGene00000097,0,0.4461755665922045,0.00013091729932002052,0.0005090849056177255,297.0,0.2147147147147147,0.00013601714595228172,inf,8468.649999999388,4.888859742174337e-05
